ID	adj.P.Val	P.Value	t	B	logFC	RANGE_GB	RANGE_START	RANGE_END	RANGE_STRAND	GB_ACC	ORF
cg22285897	6.32e-01	4.45e-01	0.766695	-7.218763	0.00738656	NC_000016.8	46835074	46836521	+	NM_031490.2	83752
cg22243844	6.32e-01	4.45e-01	-0.766499	-7.218913	-0.00107838	NC_000020.9	18435896	18436982	+	NM_032985.3	10483
cg00155485	6.32e-01	4.45e-01	-0.766385	-7.219001	-0.00642997	NC_000012.10	115198514	115200626	-	NM_015335.2	23389
cg17989037	6.32e-01	4.45e-01	-0.766306	-7.219061	-0.0107769	NC_000017.9	54585866	54588022	+	NM_018304.1	55771
cg15368822	6.32e-01	4.45e-01	0.766257	-7.219099	0.00134773	NC_000001.9	224136193	224137989	-	NM_014698.1	9725
cg02983451	6.32e-01	4.45e-01	0.76619	-7.21915	0.01010231	NC_000002.10	10099704	10102471	+	NM_003597.4	8462
cg25459323	6.33e-01	4.45e-01	-0.76602	-7.219281	-0.01167693	NC_000022.9	40702266	40703416	+	NM_145733.1	55964
cg13908977	6.33e-01	4.45e-01	0.765881	-7.219387	0.00116986	NC_000016.8	11852096	11853843	-	NM_015659.1	26156
cg08198102	6.33e-01	4.45e-01	-0.765725	-7.219506	-0.00412005	NC_000010.9	17698536	17699830	-	NM_014241.2	9200
cg08461397	6.33e-01	4.46e-01	0.765155	-7.219943	0.01121146	NC_000016.8	67778091	67779667	+	NM_130845.1	6645
cg08571203	6.33e-01	4.46e-01	0.76508	-7.22	0.00603961					NM_018416.2	55810
cg20691408	6.33e-01	4.46e-01	0.765019	-7.220047	0.00733114	NC_000011.8	61415045	61416176	-	NM_021727.3	3995
cg17617223	6.33e-01	4.46e-01	-0.764998	-7.220063	-0.00268181	NC_000009.10	130573433	130574895	-	NM_006336.2	10444
cg02207610	6.33e-01	4.46e-01	0.764783	-7.220228	0.0080834	NC_000019.8	60320116	60321563	-	NM_017607.1	54776
cg11050527	6.34e-01	4.46e-01	-0.764512	-7.220435	-0.00141	NC_000008.9	54917618	54918794	-	NM_213619.1	51606
cg14853515	6.34e-01	4.46e-01	-0.764395	-7.220524	-0.00148688	NC_000007.12	32496084	32496773	-	NM_012322.1	23658
cg24408511	6.34e-01	4.46e-01	0.764292	-7.220603	0.01777821					NM_173813.2	283450
cg14196211	6.34e-01	4.46e-01	0.76427	-7.22062	0.0007042	NC_000017.9	77279932	77281470	+	NM_002949.2	6182
cg06077733	6.34e-01	4.46e-01	0.764219	-7.220659	0.0006463	NC_000010.9	59764560	59765471	+	NM_003338.3	7321
cg09560912	6.34e-01	4.46e-01	-0.764022	-7.220809	-0.00722213	NC_000020.9	45563687	45564635	+	NM_006534.2	8202
cg27426707	6.34e-01	4.46e-01	0.76385	-7.220941	0.01308208	NC_000017.9	45992788	45994919	+	NT_010783.14	8913
cg04362655	6.34e-01	4.46e-01	0.763845	-7.220945	0.0021527	NC_000014.7	95069938	95071967	+	NM_016417.2	51218
cg08120190	6.34e-01	4.47e-01	-0.763749	-7.221018	-0.00088518	NC_000007.12	39572133	39572951	+	NM_020192.1	57002
cg14679587	6.34e-01	4.47e-01	-0.763652	-7.221092	-0.00692934	NC_000012.10	55167397	55169091	-	NM_013267.2	27165
cg03354772	6.34e-01	4.47e-01	0.763595	-7.221136	0.01243953	NC_000010.9	134605528	134606974	-	NM_173572.1	255352
cg05741384	6.34e-01	4.47e-01	-0.763288	-7.22137	-0.00121765	NC_000002.10	10505121	10507018	-	NM_002539.1	4953
cg16227775	6.34e-01	4.47e-01	-0.763273	-7.221382	-0.01208068	NC_000023.9	74292570	74293014	-	NM_004299.3	22
cg10187932	6.34e-01	4.47e-01	0.763154	-7.221473	0.01221393	NC_000012.10	3852132	3853123	-	NM_020367.3	57097
cg15229026	6.35e-01	4.47e-01	0.762853	-7.221703	0.00830227	NC_000009.10	137992206	137993373	-	NM_016172.2	10422
cg26170257	6.35e-01	4.47e-01	0.76273	-7.221797	0.01248099					NM_022482.3	64412
cg20854748	6.35e-01	4.47e-01	-0.762704	-7.221816	-0.00131117	NC_000001.9	149437293	149438683	+	NM_003557.1	8394
cg14334099	6.35e-01	4.47e-01	0.762692	-7.221825	0.00105879	NC_000007.12	77003585	77006184	+	NM_002835.2	5782
cg17022479	6.35e-01	4.47e-01	0.762596	-7.221899	0.01177566	NC_000001.9	51197814	51198826	-	NM_007051.2	11124
cg26674929	6.35e-01	4.47e-01	0.762514	-7.221962	0.00051461	NC_000015.8	76516915	76518343	+	NM_004136.1	3658
cg20757758	6.35e-01	4.47e-01	0.762379	-7.222065	0.00131498	NC_000001.9	42693418	42695251	-	NM_032257.3	84217
cg15740508	6.35e-01	4.47e-01	-0.762287	-7.222134	-0.02046938					NM_000036.1	270
cg13951948	6.35e-01	4.47e-01	0.7622	-7.222201	0.00141709	NC_000016.8	30452960	30454176	-	NM_023931.2	65988
cg10222574	6.35e-01	4.47e-01	0.762184	-7.222213	0.00097703	NC_000010.9	119795705	119797139	-	NM_014904.1	22841
cg24928378	6.35e-01	4.48e-01	-0.762011	-7.222345	-0.00509203	NC_000012.10	47545566	47546012	-	NM_014470.2	27289
cg20247102	6.35e-01	4.48e-01	0.7619	-7.222429	0.00688273	NC_000003.10	142688177	142689634	+	NM_006506.2	5922
cg01056155	6.35e-01	4.48e-01	0.76174	-7.222552	0.00102157	NC_000005.8	72829680	72830523	+	NM_001207.3	689
cg08002996	6.35e-01	4.48e-01	-0.761618	-7.222645	-0.00663358	NC_000012.10	92487620	92490276	+	NM_003877.3	8835
cg23889021	6.35e-01	4.48e-01	-0.76156	-7.222689	-0.00495861	NC_000002.10	218971016	218973920	+	NM_021198.1	58190
cg17976829	6.35e-01	4.48e-01	0.761512	-7.222725	0.0029016	NC_000010.9	131824406	131825430	+	NM_006541.1	10539
cg24555600	6.35e-01	4.48e-01	-0.761461	-7.222764	-0.00597238	NC_000014.7	23492534	23493127	+	NM_021004.2	10901
cg25803423	6.35e-01	4.48e-01	-0.761426	-7.222791	-0.00625832	NC_000014.7	22633466	22634853	+	NM_017924.2	55017
cg14850181	6.35e-01	4.48e-01	0.761034	-7.223089	0.00082655	NC_000022.9	35744127	35746186	+	NM_001013436.1	4357
cg06489804	6.36e-01	4.48e-01	0.760873	-7.223212	0.00090761	NC_000019.8	12667812	12668845	-	NM_032301.1	84261
cg27091343	6.36e-01	4.48e-01	-0.760838	-7.223238	-0.01282921					NM_033229.1	89870
cg26788215	6.36e-01	4.48e-01	-0.760784	-7.22328	-0.00119655	NC_000012.10	130760839	130762701	+	NM_004592.2	6433
cg01788438	6.36e-01	4.48e-01	0.760675	-7.223363	0.00095947	NC_000001.9	23542569	23544090	-	NM_005826.2	10236
cg07706067	6.36e-01	4.49e-01	0.760208	-7.223718	0.00411458	NC_000017.9	20970578	20971574	+	NM_015510.3	25979
cg27523951	6.36e-01	4.49e-01	0.760159	-7.223755	0.00725241	NC_000013.9	44936856	44937861	+	NM_031431.2	83548
cg26512148	6.36e-01	4.49e-01	-0.759956	-7.22391	-0.00315766	NC_000014.7	49767390	49768800	-	NM_006939.1	6655
cg20482364	6.36e-01	4.49e-01	-0.759925	-7.223933	-0.01136269					NM_005594.2	4666
cg17259741	6.36e-01	4.49e-01	0.759879	-7.223968	0.0008371	NC_000004.10	4342398	4343594	+	NM_145291.2	166793
cg27141427	6.36e-01	4.49e-01	0.759706	-7.2241	0.0098119	NC_000014.7	69147682	69148989	+	NM_014734.2	9766
cg07536920	6.36e-01	4.49e-01	0.759657	-7.224137	0.0049496	NC_000009.10	76301455	76302230	+	NM_006914.3	6096
cg04592706	6.36e-01	4.49e-01	-0.759607	-7.224175	-0.01343423					NM_000350.1	24
cg25870263	6.36e-01	4.49e-01	0.759572	-7.224202	0.01608552					NM_153756.1	252995
cg11993754	6.36e-01	4.49e-01	-0.759511	-7.224248	-0.02097668	NC_000017.9	35109518	35110599	+	NT_010755.15	2064
cg08605641	6.36e-01	4.49e-01	0.759337	-7.22438	0.00124328	NC_000008.9	96214760	96216027	+	NM_024613.2	79666
cg03147542	6.36e-01	4.49e-01	0.759253	-7.224444	0.00880026	NC_000007.12	107170782	107172452	+	NM_024814.1	79872
cg20083676	6.36e-01	4.49e-01	0.759229	-7.224462	0.02408131	NC_000009.10	90794956	90796827	+	NM_005226.2	1903
cg24167928	6.36e-01	4.49e-01	-0.759144	-7.224527	-0.01511678					NM_021645.4	9724
cg17352004	6.36e-01	4.49e-01	-0.7591	-7.22456	-0.01566578					NM_181533.3	145447
cg00973677	6.36e-01	4.49e-01	0.759086	-7.224571	0.00791096	NC_000007.12	136203835	136206886	+	NM_000739.2	1129
cg21087043	6.36e-01	4.49e-01	-0.759007	-7.22463	-0.00846988					NM_178151.1	1641
cg20842040	6.36e-01	4.49e-01	-0.758947	-7.224676	-0.01965191	NC_000023.9	12718922	12720377	+	NM_002765.2	5634
cg04368919	6.36e-01	4.49e-01	-0.758936	-7.224685	-0.01009324	NC_000023.9	67964755	67965007	+	NM_004429.3	1947
cg17489622	6.36e-01	4.49e-01	-0.758885	-7.224723	-0.00146292	NC_000011.8	118482959	118484117	+	NM_014807.3	9854
cg14967972	6.36e-01	4.49e-01	0.758876	-7.22473	0.00864337	NC_000010.9	91393761	91395478	-	NM_138316.2	53354
cg22148652	6.37e-01	4.50e-01	0.758308	-7.225162	0.00756392	NC_000002.10	152392552	152393541	-	NM_177985.1	26225
cg00331237	6.37e-01	4.50e-01	0.758254	-7.225203	0.00864181	NC_000012.10	75796370	75797744	-	NM_001321.1	1466
cg04455064	6.37e-01	4.50e-01	0.758242	-7.225211	0.00808337	NC_000016.8	28764657	28765801	-	NM_003321.3	7284
cg09852871	6.37e-01	4.50e-01	0.758025	-7.225376	0.0154955	NC_000016.8	679249	679645	-	NM_032259.1	84219
cg03405173	6.37e-01	4.50e-01	0.75791	-7.225464	0.00330639	NC_000019.8	11738608	11739834	+	NM_152355.1	126068
cg05955301	6.37e-01	4.50e-01	0.757891	-7.225478	0.0188515					NM_002725.3	5549
cg16114640	6.37e-01	4.50e-01	0.757878	-7.225487	0.00707962	NC_000013.9	51877588	51878710	-	NM_018676.2	55901
cg21549639	6.37e-01	4.50e-01	0.757776	-7.225565	0.00188974	NC_000019.8	50085390	50087067	+	NM_006114.1	10452
cg13875807	6.37e-01	4.50e-01	-0.757705	-7.225619	-0.00740256	NC_000009.10	6747243	6749030	+	NM_015061.1	23081
cg17165266	6.37e-01	4.50e-01	0.757692	-7.225628	0.00243606	NC_000012.10	51628489	51629517	+	NM_000224.2	3875
cg06461769	6.37e-01	4.50e-01	-0.757507	-7.225769	-0.00079241	NC_000018.8	9323396	9325450	+	NM_020648.3	57045
cg07487535	6.37e-01	4.50e-01	-0.757496	-7.225777	-0.00131134	NC_000011.8	70836501	70837807	-	NM_001360.1	1717
cg08875535	6.37e-01	4.50e-01	0.757274	-7.225946	0.00101938	NC_000002.10	101679411	101681630	+	NM_145686.2	9448
cg05626013	6.37e-01	4.50e-01	0.757182	-7.226015	0.01136606					NM_178011.2	347731
cg06029655	6.37e-01	4.50e-01	-0.757131	-7.226054	-0.00818873					NM_178121.2	90198
cg22663117	6.37e-01	4.50e-01	-0.757126	-7.226058	-0.00142475	NC_000017.9	77279932	77281470	+	NM_002949.2	6182
cg06752594	6.37e-01	4.51e-01	0.757034	-7.226127	0.00078525	NC_000001.9	109627072	109627816	-	NM_032636.6	84722
cg18925548	6.38e-01	4.51e-01	-0.756765	-7.226331	-0.00134685	NC_000011.8	46358460	46360881	+	NM_001012334.1	4192
cg16488098	6.38e-01	4.51e-01	-0.756749	-7.226343	-0.01459134	NC_000007.12	130890765	130892512	-	NM_005397.2	5420
cg18881501	6.38e-01	4.51e-01	-0.756716	-7.226368	-0.02678939	NC_000017.9	21127624	21129109	+	NM_002756.2	5606
cg24856732	6.38e-01	4.51e-01	-0.75671	-7.226373	-0.00700768	NC_000022.9	49309999	49312129	-	NM_005138.1	9997
cg06583518	6.38e-01	4.51e-01	-0.756679	-7.226396	-0.00876068	NC_000019.8	42776900	42778172	-	NM_016536.2	51276
cg02033116	6.38e-01	4.51e-01	0.756661	-7.22641	0.00282369	NC_000019.8	38263671	38264436	+	NM_018025.2	55094
cg12578166	6.38e-01	4.51e-01	0.756563	-7.226484	0.02563857	NC_000011.8	2421914	2423515	+	NM_181797.1	3784
cg15736338	6.38e-01	4.51e-01	-0.756521	-7.226516	-0.00557744	NC_000012.10	60870877	60872947	-	NM_178539.3	338811
cg00534274	6.38e-01	4.51e-01	-0.756432	-7.226583	-0.01245636					NM_014331.2	23657
cg11049298	6.38e-01	4.51e-01	-0.755923	-7.226968	-0.00427044	NC_000005.8	137116654	137118954	-	NM_006805.3	10949
cg11175310	6.38e-01	4.51e-01	-0.755817	-7.227048	-0.00211626	NC_000010.9	16898934	16900080	-	NM_152724.2	6251
cg11747499	6.38e-01	4.51e-01	-0.755704	-7.227134	-0.01193453					NM_018984.2	54434
cg25118574	6.38e-01	4.51e-01	0.755678	-7.227153	0.00463571	NC_000009.10	126216766	126217926	-	NM_002799.2	5695
cg25243721	6.38e-01	4.51e-01	0.755587	-7.227223	0.00287972	NC_000005.8	82408565	82409250	+	NM_003401.2	7518
cg04680304	6.38e-01	4.51e-01	0.75554	-7.227258	0.00410864	NC_000011.8	4072046	4073405	+	NM_001033.2	6240
cg01866521	6.39e-01	4.52e-01	0.755172	-7.227536	0.00093704	NC_000011.8	64401937	64403529	-	NM_006795.2	10938
cg19301632	6.39e-01	4.52e-01	0.75506	-7.22762	0.0122086	NC_000018.8	20231148	20232231	-	NM_080597.2	114876
cg23667933	6.39e-01	4.52e-01	0.755053	-7.227626	0.00143409	NC_000009.10	70840339	70841339	+	NM_000144.3	2395
cg08635242	6.39e-01	4.52e-01	-0.755028	-7.227645	-0.00231662	NC_000017.9	25729327	25731039	+	NM_001304.3	1362
cg07118243	6.39e-01	4.52e-01	0.755025	-7.227647	0.00089273	NC_000012.10	93377357	93378515	-	NM_016122.1	51134
cg05170326	6.39e-01	4.52e-01	-0.754705	-7.227889	-0.00196141	NC_000012.10	6995357	6996740	-	NM_005768.5	10162
cg16615211	6.39e-01	4.52e-01	0.754689	-7.227901	0.01986392	NC_000003.10	44877538	44879065	+	NM_144638.1	131616
cg03168296	6.39e-01	4.52e-01	-0.754648	-7.227932	-0.00154565	NC_000009.10	139436592	139438641	+	NM_006647.1	10811
cg12069309	6.39e-01	4.52e-01	0.754592	-7.227974	0.03006751	NC_000003.10	50287560	50290055	+	NT_022517.17	7869
cg18112163	6.39e-01	4.52e-01	0.75448	-7.228059	0.00616261	NC_000017.9	37793166	37794353	-	NM_139276.2	6774
cg25466368	6.39e-01	4.52e-01	-0.754425	-7.2281	-0.00500588	NC_000003.10	195336279	195336780	+	NM_005524.2	3280
cg15523238	6.39e-01	4.52e-01	0.754372	-7.228141	0.0113122	NC_000015.8	23658498	23660531	-	NM_024490.2	57194
cg11064558	6.39e-01	4.52e-01	0.754106	-7.228341	0.00084504	NC_000021.7	42302150	42304718	-	NM_020727.3	49854
cg09049660	6.39e-01	4.52e-01	-0.75408	-7.22836	-0.0098937	NC_000020.9	3816889	3817092	+	NM_024960.3	80025
cg01938354	6.39e-01	4.52e-01	0.753962	-7.22845	0.00222282	NC_000014.7	44500155	44502139	+	NM_015091.1	23116
cg25675349	6.39e-01	4.52e-01	-0.753956	-7.228454	-0.00145509	NC_000003.10	51679974	51681169	+	NM_015926.3	51368
cg19866103	6.39e-01	4.52e-01	0.753894	-7.228501	0.00905047	NC_000003.10	49441357	49442352	-	NM_032316.2	84276
cg02201963	6.39e-01	4.52e-01	-0.753876	-7.228514	-0.0006802	NC_000018.8	12691726	12693410	+	NM_020232.3	56984
cg03169715	6.39e-01	4.52e-01	-0.753861	-7.228526	-0.00156663	NC_000016.8	67696945	67698564	+	NM_005329.2	3038
cg07195282	6.39e-01	4.52e-01	-0.753814	-7.228562	-0.00223548	NC_000019.8	12304954	12305679	-	NM_145276.1	147837
cg24231716	6.39e-01	4.53e-01	0.753703	-7.228645	0.0103977	NC_000005.8	76969992	76971154	-	NM_032109.2	23440
cg11151811	6.39e-01	4.53e-01	0.753601	-7.228722	0.0006865	NC_000012.10	47698215	47699141	-	NM_002733.3	5571
cg19206010	6.39e-01	4.53e-01	-0.753503	-7.228796	-0.02048414	NC_000023.9	47402787	47403902	-	NM_004182.2	8409
cg10107186	6.39e-01	4.53e-01	0.753427	-7.228853	0.0082186	NC_000012.10	51975160	51975957	+	NM_002624.2	5204
cg09922115	6.39e-01	4.53e-01	-0.75334	-7.228919	-0.00139762	NC_000012.10	108918022	108918765	-	NM_014776.2	9815
cg05492270	6.39e-01	4.53e-01	0.753255	-7.228983	0.01335442	NC_000011.8	71316644	71318016	+	NM_018320.3	55298
cg02889982	6.39e-01	4.53e-01	0.75323	-7.229002	0.01130253	NC_000017.9	16885934	16887386	+	NM_201274.2	23164
cg17641104	6.39e-01	4.53e-01	0.753091	-7.229106	0.00069067	NC_000012.10	95317135	95318797	-	NM_002595.2	5128
cg08395899	6.40e-01	4.53e-01	-0.752726	-7.229382	-0.00544781	NC_000010.9	12124102	12125531	-	NM_015542.2	26019
cg11255230	6.40e-01	4.53e-01	0.752661	-7.22943	0.00270308	NC_000018.8	59137551	59139457	-	NT_025028.13	596
cg04391736	6.40e-01	4.53e-01	0.752228	-7.229756	0.0010184	NC_000016.8	67929966	67931641	+	NM_016101.3	51388
cg25985437	6.40e-01	4.53e-01	0.752081	-7.229867	0.00186493	NC_000015.8	62172577	62173430	-	NM_032231.4	84191
cg19977912	6.40e-01	4.54e-01	0.751992	-7.229934	0.0027506	NC_000016.8	559654	560907	+	NM_004204.2	9091
cg23310538	6.40e-01	4.54e-01	-0.751988	-7.229937	-0.00130168	NC_000012.10	43895385	43897162	-	NM_015899.1	51054
cg04697849	6.40e-01	4.54e-01	-0.751959	-7.229959	-0.01382914					NM_021140.1	7403
cg14590817	6.40e-01	4.54e-01	-0.751823	-7.230061	-0.00219619	NC_000010.9	1768650	1770172	-	NM_018702.1	105
cg01535453	6.40e-01	4.54e-01	0.751749	-7.230117	0.00777713	NC_000012.10	119647706	119648370	+	NM_000017.1	35
cg15078479	6.40e-01	4.54e-01	0.751664	-7.230181	0.00089758	NC_000014.7	19880579	19881903	+	NM_005484.2	10038
cg26891849	6.40e-01	4.54e-01	-0.751636	-7.230202	-0.00087615	NC_000005.8	157102931	157104417	+	NM_173491.1	134353
cg15810744	6.40e-01	4.54e-01	0.751608	-7.230223	0.00150224	NC_000011.8	66967390	66968397	-	NM_020441.2	57175
cg00810495	6.40e-01	4.54e-01	0.751494	-7.230309	0.00913202	NC_000001.9	84717429	84718095	+	NM_025065.5	80135
cg11628487	6.40e-01	4.54e-01	-0.751365	-7.230406	-0.00359818	NC_000009.10	130490422	130492852	+	NM_003011.1	6418
cg02689825	6.40e-01	4.54e-01	-0.751234	-7.230505	-0.01023614	NC_000020.9	5054538	5056165	-	NM_002592.2	5111
cg08369065	6.41e-01	4.54e-01	-0.75099	-7.230687	-0.00461714	NC_000008.9	11598711	11600557	+	NT_077531.3	2626
cg07684809	6.41e-01	4.54e-01	0.750984	-7.230692	0.01014817					NM_152779.1	256710
cg21693780	6.41e-01	4.54e-01	-0.750928	-7.230734	-0.0018185	NC_000002.10	15649146	15649925	+	NM_004939.1	1653
cg09060849	6.41e-01	4.54e-01	0.750895	-7.230759	0.00710604	NC_000016.8	23428666	23429716	-	NM_015044.3	23062
cg26404725	6.41e-01	4.54e-01	-0.75056	-7.231011	-0.01232682	NC_000010.9	94809696	94811251	+	NM_183374.2	340665
cg10885645	6.41e-01	4.55e-01	0.750172	-7.231302	0.0035668	NC_000012.10	7174187	7174394	+	NM_014718.2	9746
cg12687215	6.41e-01	4.55e-01	-0.750074	-7.231375	-0.02281484	NC_000023.9	153325293	153326263	+	NM_004699.1	9130
cg08512940	6.41e-01	4.55e-01	-0.749996	-7.231434	-0.00123794	NC_000012.10	48302687	48304042	+	NM_012272.1	25766
cg26091688	6.41e-01	4.55e-01	0.749717	-7.231643	0.00452984	NC_000016.8	3224615	3226267	-	NM_198087.1	7752
cg23641145	6.42e-01	4.55e-01	0.749512	-7.231797	0.00915604	NC_000011.8	100502811	100505791	-	NM_000926.2	5241
cg14542238	6.42e-01	4.55e-01	-0.749498	-7.231808	-0.00185349	NC_000002.10	85407580	85409238	-	NM_006464.2	10618
cg23594876	6.42e-01	4.55e-01	-0.749432	-7.231857	-0.00217481					NM_006698.2	10904
cg27316224	6.42e-01	4.55e-01	0.749386	-7.231892	0.00294519	NC_000011.8	915181	916508	+	NM_012305.2	161
cg08813236	6.42e-01	4.55e-01	0.749178	-7.232048	0.00120866	NC_000002.10	46697037	46698120	-	NM_002643.2	5281
cg06919067	6.42e-01	4.55e-01	-0.749049	-7.232145	-0.01107402	NC_000016.8	27176152	27176433	-	NM_145080.2	197370
cg10394385	6.42e-01	4.55e-01	-0.748934	-7.232231	-0.00449695	NC_000017.9	35097487	35098143	+	NT_010755.15	2064
cg13741249	6.42e-01	4.55e-01	0.748732	-7.232382	0.00140642	NC_000019.8	60802430	60804019	+	NM_153219.2	147807
cg18128666	6.42e-01	4.56e-01	-0.748672	-7.232427	-0.01429215					NM_003743.4	8648
cg00034039	6.42e-01	4.56e-01	0.748607	-7.232476	0.00103366	NC_000009.10	73714799	73716688	+	NM_182505.3	138241
cg03382797	6.42e-01	4.56e-01	-0.748553	-7.232516	-0.01080141					NM_152572.2	158067
cg14056644	6.42e-01	4.56e-01	0.748396	-7.232634	0.01802656	NC_000004.10	111777059	111778711	-	NM_153426.1	5308
cg27638713	6.42e-01	4.56e-01	0.748395	-7.232634	0.00230298	NC_000006.10	52256934	52257854	-	NM_002388.3	4172
cg10506318	6.42e-01	4.56e-01	0.748336	-7.232679	0.01372666					NM_174889.2	91942
cg16582344	6.42e-01	4.56e-01	0.748234	-7.232755	0.00075331	NC_000001.9	226336287	226338436	+	NM_001658.3	375
cg20655558	6.42e-01	4.56e-01	-0.748162	-7.232809	-0.01832875					NM_145174.1	150353
cg09507928	6.42e-01	4.56e-01	-0.74815	-7.232818	-0.00592767	NC_000005.8	140006813	140008093	+	NM_006083.2	3550
cg11973052	6.42e-01	4.56e-01	0.747962	-7.232959	0.00087791	NC_000016.8	11255994	11258397	-	NT_010393.15	8651
cg08183114	6.42e-01	4.56e-01	-0.747909	-7.232998	-0.00685714					NM_002586.3	5089
cg02381948	6.42e-01	4.56e-01	-0.747788	-7.233089	-0.01303957	NC_000010.9	131244704	131245359	+	NT_008818.15	4255
cg27649764	6.43e-01	4.56e-01	-0.747647	-7.233195	-0.00414935	NC_000015.8	42505663	42507603	+	NM_016396.1	51496
cg23855566	6.43e-01	4.56e-01	0.747237	-7.233501	0.00502521	NC_000001.9	78017729	78017963	+	NM_198549.1	374986
cg10844844	6.43e-01	4.56e-01	0.747162	-7.233557	0.00583473	NC_000006.10	39304772	39305609	-	NM_003740.2	8645
cg12317676	6.43e-01	4.57e-01	0.747026	-7.233659	0.00119363	NC_000019.8	10841864	10844421	+	NM_199141.1	10498
cg19615614	6.43e-01	4.57e-01	-0.747022	-7.233662	-0.00451627	NC_000012.10	54646626	54647300	+	NT_029419.11	1017
cg00256166	6.43e-01	4.57e-01	-0.746578	-7.233994	-0.00328711	NC_000015.8	84138113	84139588	-	NM_022480.2	64410
cg15345126	6.43e-01	4.57e-01	0.746544	-7.234019	0.00157685	NC_000015.8	53368950	53370267	-	NM_183234.1	5873
cg20425293	6.43e-01	4.57e-01	0.74652	-7.234037	0.00593003	NC_000012.10	92385192	92385756	+	NM_014050.2	28977
cg18708106	6.43e-01	4.57e-01	0.746485	-7.234063	0.00250948	NC_000013.9	47472908	47474136	-	NM_003850.1	8803
cg16290693	6.43e-01	4.57e-01	-0.746395	-7.234131	-0.00096539	NC_000001.9	9274848	9276638	+	NM_025106.2	80176
cg14271690	6.44e-01	4.57e-01	0.745963	-7.234453	0.02352704					NM_001018082.1	149685
cg19774491	6.44e-01	4.57e-01	-0.745829	-7.234553	-0.00166397	NC_000003.10	95175056	95175601	-	NM_000313.1	5627
cg16984944	6.44e-01	4.57e-01	-0.745819	-7.234561	-0.00546435	NC_000003.10	101462089	101462794	+	NM_018309.1	55773
cg18652852	6.44e-01	4.57e-01	0.745815	-7.234563	0.00200659	NC_000022.9	36927555	36928990	+	NM_012323.2	23764
cg05417950	6.44e-01	4.57e-01	-0.745784	-7.234586	-0.00766111					NM_145207.1	166378
cg11706746	6.44e-01	4.57e-01	0.74559	-7.234731	0.00088864	NC_000011.8	62145548	62146532	-	NM_012200.2	26229
cg21068152	6.44e-01	4.57e-01	-0.745559	-7.234754	-0.00607698	NC_000012.10	119224640	119224840	+	NM_012240.1	23409
cg25201980	6.44e-01	4.58e-01	-0.745248	-7.234987	-0.00107249	NC_000008.9	146096290	146099086	-	NM_021061.1	58500
cg24646513	6.44e-01	4.58e-01	-0.745192	-7.235028	-0.00548344	NC_000012.10	105904592	105905368	-	NM_001033050.1	80298
cg13446622	6.44e-01	4.58e-01	-0.744904	-7.235243	-0.01031425					NM_148897.1	121214
cg23917399	6.44e-01	4.58e-01	-0.744789	-7.235328	-0.01162375	NC_000005.8	118718928	118720025	+	NM_014350.1	25816
cg22627427	6.44e-01	4.58e-01	0.744532	-7.235521	0.0132132					NM_013279.1	745
cg05961595	6.45e-01	4.58e-01	-0.744385	-7.235629	-0.01754751	NC_000023.9	55042997	55044182	+	NM_014481.2	27301
cg20744464	6.45e-01	4.58e-01	0.744322	-7.235676	0.01862178	NC_000003.10	198240117	198241409	-	NM_033316.2	4241
cg05293407	6.45e-01	4.58e-01	-0.74432	-7.235678	-0.00149745	NC_000006.10	28998596	29000380	-	NM_006510.3	5987
cg01982833	6.45e-01	4.58e-01	-0.744068	-7.235866	-0.01490344					NM_004264.2	9412
cg26088104	6.45e-01	4.58e-01	-0.743997	-7.235918	-0.00753896	NC_000005.8	43550601	43551301	-	NM_198566.1	375444
cg00630249	6.45e-01	4.58e-01	0.743984	-7.235928	0.0010526	NC_000001.9	109837904	109838471	+	NM_182580.1	284613
cg24511534	6.45e-01	4.58e-01	-0.74396	-7.235947	-0.01599393	NC_000023.9	46580900	46582108	+	NM_006915.1	6102
cg18123596	6.45e-01	4.58e-01	-0.74393	-7.235968	-0.00341356	NC_000017.9	34208696	34210085	-	NM_138687.1	8396
cg11574612	6.45e-01	4.58e-01	-0.743915	-7.23598	-0.0018021	NC_000006.10	46728351	46729284	-	NM_016593.3	51302
cg24966460	6.45e-01	4.58e-01	0.7438	-7.236065	0.0047418	NC_000016.8	74238605	74240999	-	NM_005548.1	3735
cg03461495	6.45e-01	4.58e-01	-0.743783	-7.236078	-0.00147615	NC_000002.10	219802108	219803524	-	NM_024085.2	79065
cg03445474	6.45e-01	4.59e-01	0.743448	-7.236328	0.00572555	NC_000011.8	34029266	34031803	+	NM_005898.4	4076
cg06839953	6.45e-01	4.59e-01	0.743401	-7.236362	0.00403288	NC_000001.9	27520471	27521720	+	NM_032125.1	84065
cg15068733	6.45e-01	4.59e-01	-0.743316	-7.236426	-0.01156176	NC_000017.9	7283470	7284832	+	NM_004112.2	2256
cg15832292	6.45e-01	4.59e-01	0.743175	-7.23653	0.00385391	NC_000006.10	96131805	96132896	+	NM_024641.2	79694
cg00121904	6.45e-01	4.59e-01	-0.743135	-7.23656	-0.00767573	NC_000023.9	43626214	43626874	-	NM_000898.3	4129
cg25162794	6.45e-01	4.59e-01	0.743052	-7.236622	0.00847906					NM_144994.6	200539
cg11017269	6.45e-01	4.59e-01	-0.742974	-7.23668	-0.00138967	NC_000005.8	95092260	95093694	+	NM_014899.2	22836
